geocode_input,match,match_type,match_address,longitude,latitude,parcel_number,join_type,log_id,street_number,street_direction,street_name,street_suffix,street_unit,zip_code
"527 S MANHATTAN PL, , CA, 90020",Match,Exact,"527 S MANHATTAN PL, LOS ANGELES, CA, 90020",-118.31034850499998,34.06477779700003,141603815,R,21543,527,S,MANHATTAN,PL,,90020
"535 S MANHATTAN PL, , CA, 90020",Match,Exact,"535 S MANHATTAN PL, LOS ANGELES, CA, 90020",-118.31034795299996,34.06465375500005,141603815,R,21544,535,S,MANHATTAN,PL,,90020
"602 N MANHATTAN PL, , CA, 90004",Match,Exact,"602 N MANHATTAN PL, LOS ANGELES, CA, 90004",-118.31020024299994,34.08181248200003,652035917,R,21540,602,N,MANHATTAN,PL,,90004
"626 N MANHATTAN PL, , CA, 90004",Match,Exact,"626 N MANHATTAN PL, LOS ANGELES, CA, 90004",-118.31019855399995,34.08214424300007,652035917,R,21537,626,N,MANHATTAN,PL,,90004
"632 N MANHATTAN PL, , CA, 90004",Match,Exact,"632 N MANHATTAN PL, LOS ANGELES, CA, 90004",-118.31019813199998,34.08222718300004,652035917,R,21538,632,N,MANHATTAN,PL,,90004
"636 N MANHATTAN PL, , CA, 90004",Match,Exact,"636 N MANHATTAN PL, LOS ANGELES, CA, 90004",-118.31019785099994,34.082282477000035,652035917,R,21539,636,N,MANHATTAN,PL,,90004
"655 N MANHATTAN PL, , CA, 90004",Match,Exact,"655 N MANHATTAN PL, LOS ANGELES, CA, 90004",-118.31020982299998,34.082531344000074,652035917,L,21536,655,N,MANHATTAN,PL,,90004
"723 S MANHATTAN PL, , CA, 90005",Match,Exact,"723 S MANHATTAN PL, LOS ANGELES, CA, 90005",-118.31015286899998,34.05922895700007,141603918,R,21535,723,S,MANHATTAN,PL,,90005
"802 S MANHATTAN PL, , CA, 90005",Match,Exact,"802 S MANHATTAN PL, LOS ANGELES, CA, 90005",-118.31013592599999,34.05787273000004,652038191,L,20385,802,S,MANHATTAN,PL,,90005
"815 S MANHATTAN PL, , CA, 90005",Match,Exact,"815 S MANHATTAN PL, LOS ANGELES, CA, 90005",-118.31014831699997,34.05769076800004,652038191,R,20381,815,S,MANHATTAN,PL,,90005
"827 S MANHATTAN PL, , CA, 90005",Match,Exact,"827 S MANHATTAN PL, LOS ANGELES, CA, 90005",-118.31014747299997,34.057508848000055,652038191,R,20383,827,S,MANHATTAN,PL,,90005
"908 S MANHATTAN PL, , CA, 90019",Match,Exact,"908 S MANHATTAN PL, LOS ANGELES, CA, 90019",-118.31012660599998,34.05548842300004,141603934,L,20386,908,S,MANHATTAN,PL,,90019
"933 S MANHATTAN PL, , CA, 90019",Match,Exact,"933 S MANHATTAN PL, LOS ANGELES, CA, 90019",-118.31013557499995,34.05473980900007,141603934,R,20380,933,S,MANHATTAN,PL,,90019
"941 S MANHATTAN PL, , CA, 90019",Match,Exact,"941 S MANHATTAN PL, LOS ANGELES, CA, 90019",-118.31013354299995,34.054295411000055,141603940,R,19468,941,S,MANHATTAN,PL,,90019
"960 S MANHATTAN PL, , CA, 90019",Match,Exact,"960 S MANHATTAN PL, LOS ANGELES, CA, 90019",-118.31011914499999,34.05377262400003,141603940,L,19469,960,S,MANHATTAN,PL,,90019
"1401 S MANHATTAN PL, , CA, 90019",Match,Exact,"1401 S MANHATTAN PL, LOS ANGELES, CA, 90019",-118.31015392999996,34.04627573500005,141605855,R,23548,1401,S,MANHATTAN,PL,,90019
"1409 S MANHATTAN PL, , CA, 90019",Match,Exact,"1409 S MANHATTAN PL, LOS ANGELES, CA, 90019",-118.31015365699994,34.04621406800004,141605855,R,23550,1409,S,MANHATTAN,PL,,90019
"1501 S MANHATTAN PL, , CA, 90019",Match,Exact,"1501 S MANHATTAN PL, LOS ANGELES, CA, 90019",-118.31014930099997,34.04523023300004,141605858,R,23549,1501,S,MANHATTAN,PL,,90019
"1819 S MANHATTAN PL, , CA, 90019",Match,Exact,"1819 S MANHATTAN PL, LOS ANGELES, CA, 90019",-118.31013292199998,34.04139276500007,652036837,R,23553,1819,S,MANHATTAN,PL,,90019
"1841 S MANHATTAN PL, , CA, 90019",Match,Exact,"1841 S MANHATTAN PL, LOS ANGELES, CA, 90019",-118.31013216399998,34.04110926000004,652036837,R,23552,1841,S,MANHATTAN,PL,,90019
"2622 S MANHATTAN PL, , CA, 90018",Match,Exact,"2622 S MANHATTAN PL, LOS ANGELES, CA, 90018",-118.31005895599998,34.03219702500007,141606027,L,20827,2622,S,MANHATTAN,PL,,90018
"2640 S MANHATTAN PL, , CA, 90018",Match,Exact,"2640 S MANHATTAN PL, LOS ANGELES, CA, 90018",-118.31005585499997,34.03191482900007,141606027,L,20832,2640,S,MANHATTAN,PL,,90018
"2655 S MANHATTAN PL, , CA, 90018",Match,Exact,"2655 S MANHATTAN PL, LOS ANGELES, CA, 90018",-118.31007235899995,34.03221260200007,141606027,R,20828,2655,S,MANHATTAN,PL,,90018
"8117 E MANITOBA ST, , CA, 90293",Match,Exact,"8117 MANITOBA ST, PLAYA DEL REY, CA, 90293",-118.43749455299996,33.95534304700004,650084805,R,1506,8117,E,MANITOBA,ST,,90293
"8161 E MANITOBA ST, , CA, 90293",Match,Exact,"8161 MANITOBA ST, PLAYA DEL REY, CA, 90293",-118.43657598099998,33.95577256300004,650084805,R,1740,8161,E,MANITOBA,ST,,90293
"8328 W MANITOBA ST, , CA, 90293",Match,Exact,"8328 MANITOBA ST, PLAYA DEL REY, CA, 90293",-118.43706201899994,33.95553242600005,650084805,L,1508,8328,W,MANITOBA,ST,,90293
"8334 W MANITOBA ST, , CA, 90293",Match,Exact,"8334 MANITOBA ST, PLAYA DEL REY, CA, 90293",-118.43695174699997,33.955583915000034,650084805,L,1527,8334,W,MANITOBA,ST,,90293
"8346 E MANITOBA ST, , CA, 90293",Match,Exact,"8346 MANITOBA ST, PLAYA DEL REY, CA, 90293",-118.43673120399995,33.955686892000074,650084805,L,1509,8346,E,MANITOBA,ST,,90293
"8354 E MANITOBA ST, , CA, 90293",Match,Exact,"8354 MANITOBA ST, PLAYA DEL REY, CA, 90293",-118.43658438799997,33.95575593600006,650084805,L,1510,8354,E,MANITOBA,ST,,90293
"8364 W MANITOBA ST, , CA, 90293",Match,Exact,"8364 MANITOBA ST, PLAYA DEL REY, CA, 90293",-118.43640135899994,33.95584285700005,650084805,L,1511,8364,W,MANITOBA,ST,,90293
"2115 N MANITOU AVE, , CA, 90031",Match,Exact,"2115 MANITOU AVE, LINCOLN HEIGHTS, CA, 90031",-118.21785001899997,34.07182921500004,141622257,L,12687,2115,N,MANITOU,AVE,,90031
"1568 S MANNING AVE, , CA, 90024",Match,Exact,"1568 MANNING AVE, LOS ANGELES, CA, 90024",-118.43446662999997,34.05595030300003,141567892,L,5842,1568,S,MANNING,AVE,,90024
"1571 S MANNING AVE, , CA, 90024",Match,Exact,"1571 MANNING AVE, LOS ANGELES, CA, 90024",-118.43431820499995,34.05575965000003,141567892,R,5843,1571,S,MANNING,AVE,,90024
"1607 S MANNING AVE, , CA, 90024",Match,Exact,"1607 MANNING AVE, LOS ANGELES, CA, 90024",-118.43352954999995,34.054844496000044,141567897,R,5844,1607,S,MANNING,AVE,,90024
"1627 S MANNING AVE, , CA, 90024",Match,Exact,"1627 MANNING AVE, LOS ANGELES, CA, 90024",-118.43326010299995,34.054532323000046,141567897,R,5845,1627,S,MANNING,AVE,,90024
"1675 S MANNING AVE, , CA, 90024",Match,Exact,"1675 MANNING AVE, LOS ANGELES, CA, 90024",-118.43261342999995,34.05378310800006,141567897,R,25118,1675,S,MANNING,AVE,,90024
"1676 S MANNING AVE, , CA, 90024",Match,Exact,"1676 MANNING AVE, LOS ANGELES, CA, 90024",-118.43257571999999,34.053758268000024,141567897,L,5847,1676,S,MANNING,AVE,,90024
"1686 S MANNING AVE, , CA, 90024",Match,Exact,"1686 MANNING AVE, LOS ANGELES, CA, 90024",-118.43244099599997,34.05360218200008,141567897,L,6150,1686,S,MANNING,AVE,,90024
"1692 S MANNING AVE, , CA, 90024",Match,Exact,"1692 MANNING AVE, LOS ANGELES, CA, 90024",-118.43236016199995,34.053508530000045,141567897,L,6151,1692,S,MANNING,AVE,,90024
"1824 S MANNING AVE, , CA, 90025",Match,Exact,"1824 MANNING AVE, LOS ANGELES, CA, 90025",-118.43076040699998,34.05214526900005,141568008,L,5778,1824,S,MANNING,AVE,,90025
"1827 S MANNING AVE, , CA, 90025",Match,Exact,"1827 MANNING AVE, LOS ANGELES, CA, 90025",-118.43075479399994,34.05211984300007,141568008,R,5779,1827,S,MANNING,AVE,,90025
"1833 S MANNING AVE, , CA, 90025",Match,Exact,"1833 MANNING AVE, LOS ANGELES, CA, 90025",-118.43070562099996,34.05206265000004,141568008,R,5780,1833,S,MANNING,AVE,,90025
"1920 S MANNING AVE, , CA, 90025",Match,Exact,"1920 MANNING AVE, LOS ANGELES, CA, 90025",-118.42976635499997,34.05099048300008,141568010,L,6157,1920,S,MANNING,AVE,,90025
"1921 S MANNING AVE, , CA, 90025",Match,Exact,"1921 MANNING AVE, LOS ANGELES, CA, 90025",-118.42977712099997,34.05098410700003,141568010,R,6158,1921,S,MANNING,AVE,,90025
"1933 S MANNING AVE, , CA, 90025",Match,Exact,"1933 MANNING AVE, LOS ANGELES, CA, 90025",-118.42964162999999,34.05082709000004,141568010,R,6159,1933,S,MANNING,AVE,,90025
"3355 S MANNING AVE, , CA, 90064",Match,Exact,"3355 MANNING AVE, LOS ANGELES, CA, 90064",-118.40570710499998,34.030919434000054,141573665,R,6088,3355,S,MANNING,AVE,,90064
"838 N MANSFIELD AVE, , CA, 90038",Match,Exact,"838 N MANSFIELD AVE, LOS ANGELES, CA, 90038",-118.34061313199999,34.08602021100006,141599515,R,6091,838,N,MANSFIELD,AVE,,90038
"838 S MANSFIELD AVE, , CA, 90036",Match,Exact,"838 S MANSFIELD AVE, LOS ANGELES, CA, 90036",-118.34151504299996,34.05978724900007,141600243,L,19480,838,S,MANSFIELD,AVE,,90036
"1209 N MANSFIELD AVE, , CA, 90038",Match,Exact,"1209 N MANSFIELD AVE, LOS ANGELES, CA, 90038",-118.34045366699996,34.09284659300005,141599469,L,24342,1209,N,MANSFIELD,AVE,,90038
"1213 N MANSFIELD AVE, , CA, 90038",Match,Exact,"1213 N MANSFIELD AVE, LOS ANGELES, CA, 90038",-118.34045408899999,34.09290962500006,141599469,L,24343,1213,N,MANSFIELD,AVE,,90038
"1230 N MANSFIELD AVE, , CA, 90038",Match,Exact,"1230 N MANSFIELD AVE, LOS ANGELES, CA, 90038",-118.34044274899998,34.09319332900003,141599469,R,24217,1230,N,MANSFIELD,AVE,,90038
"1252 N MANSFIELD AVE, , CA, 90038",Match,Exact,"1252 N MANSFIELD AVE, LOS ANGELES, CA, 90038",-118.34044506999999,34.09354000400003,141599469,R,20136,1252,N,MANSFIELD,AVE,,90038
"1253 N MANSFIELD AVE, , CA, 90038",Match,Exact,"1253 N MANSFIELD AVE, LOS ANGELES, CA, 90038",-118.34045830999997,34.09353994300005,141599469,L,20137,1253,N,MANSFIELD,AVE,,90038
"1301 N MANSFIELD AVE, , CA, 90028",Match,Exact,"1301 N MANSFIELD AVE, HOLLYWOOD, CA, 90028",-118.34046456099998,34.094448105000026,141599466,L,24220,1301,N,MANSFIELD,AVE,,90028
"1317 N MANSFIELD AVE, , CA, 90028",Match,Exact,"1317 N MANSFIELD AVE, HOLLYWOOD, CA, 90028",-118.34046871699996,34.09490525900003,141599466,L,19551,1317,N,MANSFIELD,AVE,,90028
"1335 S MANSFIELD AVE, , CA, 90019",Match,Exact,"1335 S MANSFIELD AVE, LOS ANGELES, CA, 90019",-118.34521692799996,34.049371188000066,141600230,R,23707,1335,S,MANSFIELD,AVE,,90019
"1421 N MANSFIELD AVE, , CA, 90028",Match,Exact,"1421 N MANSFIELD AVE, HOLLYWOOD, CA, 90028",-118.34047969099998,34.09652016900003,141599458,L,24224,1421,N,MANSFIELD,AVE,,90028
"1425 N MANSFIELD AVE, , CA, 90028",Match,Exact,"1425 N MANSFIELD AVE, HOLLYWOOD, CA, 90028",-118.34048030499997,34.09658002900005,141599458,L,24221,1425,N,MANSFIELD,AVE,,90028
"1435 S MANSFIELD AVE, , CA, 90019",Match,Exact,"1435 S MANSFIELD AVE, LOS ANGELES, CA, 90019",-118.34602225399999,34.047346952000055,142729031,R,23709,1435,S,MANSFIELD,AVE,,90019
"1800 S MANSFIELD AVE, , CA, 90019",Match,Exact,"1800 S MANSFIELD AVE, LOS ANGELES, CA, 90019",-118.34783954399995,34.04253189600007,141601584,L,23703,1800,S,MANSFIELD,AVE,,90019
"2639 S MANSFIELD AVE, , CA, 90016",Match,Exact,"2639 S MANSFIELD AVE, LOS ANGELES, CA, 90016",-118.35245159299996,34.03180123100003,141601239,R,21763,2639,S,MANSFIELD,AVE,,90016
"2911 S MANSFIELD AVE, , CA, 90016",Match,Exact,"2911 S MANSFIELD AVE, LOS ANGELES, CA, 90016",-118.35426874799998,34.027199875000065,141601273,R,21830,2911,S,MANSFIELD,AVE,,90016
"2917 S MANSFIELD AVE, , CA, 90016",Match,Exact,"2917 S MANSFIELD AVE, LOS ANGELES, CA, 90016",-118.354280631,34.02717001800005,141601273,R,21764,2917,S,MANSFIELD,AVE,,90016
"901 N MANZANITA ST, , CA, 90026",No_Match,,,,#ERR,,,4864,901,N,MANZANITA,ST,,90026
"979 N MANZANITA ST, , CA, 90029",Match,Exact,"979 MANZANITA ST, LOS ANGELES, CA, 90029",-118.28295189599999,34.09021765600005,141604536,L,4863,979,N,MANZANITA,ST,,90029
"987 N MANZANITA ST, , CA, 90029",Match,Exact,"987 MANZANITA ST, LOS ANGELES, CA, 90029",-118.28290115199997,34.09029828300004,141604536,L,4866,987,N,MANZANITA,ST,,90029
"1304 N MANZANITA ST, , CA, 90027",Match,Exact,"1304 MANZANITA ST, LOS ANGELES, CA, 90027",-118.27974233899994,34.096023553000066,642865552,R,21257,1304,N,MANZANITA,ST,,90027
"3707 S MAPLE AVE, , CA, 90011",Match,Exact,"3707 MAPLE AVE, LOS ANGELES, CA, 90011",-118.27109346099996,34.01462229900005,141619677,R,2216,3707,S,MAPLE,AVE,,90011
"3834 S MAPLE AVE, , CA, 90011",Match,Exact,"3834 MAPLE AVE, LOS ANGELES, CA, 90011",-118.27230091499996,34.01269578800003,141619675,L,2212,3834,S,MAPLE,AVE,,90011
"4425 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"4425 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.30124506599998,34.07992736400007,141603409,R,4868,4425,W,MAPLEWOOD,AVE,,90004
"4517 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"4517 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.30273267199999,34.079920351000055,141603403,R,1930,4517,W,MAPLEWOOD,AVE,,90004
"4572 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"4572 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.30397947799997,34.07990240300006,141603399,L,1929,4572,W,MAPLEWOOD,AVE,,90004
"4575 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"4575 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.30402240199999,34.07991322100003,141603399,R,1927,4575,W,MAPLEWOOD,AVE,,90004
"4667 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"4667 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.30617245499997,34.079901748000054,141603356,R,4867,4667,W,MAPLEWOOD,AVE,,90004
"4934 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"4934 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.30991725499996,34.08030314300004,638621473,L,24509,4934,W,MAPLEWOOD,AVE,,90004
"4947 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"4947 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.31013173899998,34.080313226000044,638621473,R,20931,4947,W,MAPLEWOOD,AVE,,90004
"5011 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"5011 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.31173067199995,34.08030793800003,141603078,R,24510,5011,W,MAPLEWOOD,AVE,,90004
"5012 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"5012 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.311892866,34.08029640800004,141603078,L,20930,5012,W,MAPLEWOOD,AVE,,90004
"5030 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"5030 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.31258777199997,34.08029459000005,141603072,L,24508,5030,W,MAPLEWOOD,AVE,,90004
"5044 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"5044 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.31276755599998,34.08029530600004,141603072,L,20928,5044,W,MAPLEWOOD,AVE,,90004
"5100 W MAPLEWOOD AVE, , CA, 90004",Match,Exact,"5100 MAPLEWOOD AVE, LOS ANGELES, CA, 90004",-118.31369224499997,34.08029828800005,141603050,L,20929,5100,W,MAPLEWOOD,AVE,,90004
"2416 W MARATHON ST, , CA, 90026",Match,Exact,"2416 MARATHON ST, LOS ANGELES, CA, 90026",-118.26887959099997,34.077737702000036,141615855,L,16609,2416,W,MARATHON,ST,,90026
"2624 W MARATHON ST, , CA, 90026",Match,Exact,"2624 MARATHON ST, LOS ANGELES, CA, 90026",-118.27113000999998,34.078741523000076,141615825,L,16608,2624,W,MARATHON,ST,,90026
"3300 W MARATHON ST, , CA, 90026",Match,Exact,"3300 MARATHON ST, LOS ANGELES, CA, 90026",-118.27822714499996,34.08190410900005,141604703,L,16605,3300,W,MARATHON,ST,,90026
"3920 W MARATHON ST, , CA, 90029",Match,Exact,"3920 MARATHON ST, LOS ANGELES, CA, 90029",-118.28506665399999,34.08460560900005,141604379,L,2001,3920,W,MARATHON,ST,,90029
"3942 W MARATHON ST, , CA, 90029",Match,Exact,"3942 MARATHON ST, LOS ANGELES, CA, 90029",-118.28551237899995,34.08460712500005,141604379,L,1990,3942,W,MARATHON,ST,,90029
"3951 W MARATHON ST, , CA, 90029",Match,Exact,"3951 MARATHON ST, LOS ANGELES, CA, 90029",-118.28567440699999,34.08461864100008,141604379,R,1991,3951,W,MARATHON,ST,,90029
"4015 W MARATHON ST, , CA, 90029",Match,Exact,"4015 MARATHON ST, LOS ANGELES, CA, 90029",-118.28731193499999,34.08462500400003,141604359,R,1993,4015,W,MARATHON,ST,,90029
"4039 W MARATHON ST, , CA, 90029",Match,Exact,"4039 MARATHON ST, LOS ANGELES, CA, 90029",-118.28780148799996,34.084627485000055,141604359,R,1995,4039,W,MARATHON,ST,,90029
"4053 W MARATHON ST, , CA, 90029",Match,Exact,"4053 MARATHON ST, LOS ANGELES, CA, 90029",-118.28808706099994,34.084628932000044,141604359,R,1996,4053,W,MARATHON,ST,,90029
"4771 W MARATHON ST, , CA, 90029",Match,Exact,"4771 MARATHON ST, LOS ANGELES, CA, 90029",-118.30239778899994,34.08502199900005,141603389,R,1988,4771,W,MARATHON,ST,,90029
"5135 W MARATHON ST, , CA, 90038",Match,Non_Exact,"5135 MARATHON ST, LOS ANGELES, CA, 90038",-118.31017854199996,34.08491202400006,638620432,R,3867,5135,W,MARATHON,ST,,90038
"3800 S MARCASEL AVE, , CA, 90066",Match,Exact,"3800 MARCASEL AVE, LOS ANGELES, CA, 90066",-118.42827341899999,34.00636394400004,141570845,L,1742,3800,S,MARCASEL,AVE,,90066
"4020 S MARCASEL AVE, , CA, 90066",Match,Exact,"4020 MARCASEL AVE, LOS ANGELES, CA, 90066",-118.42398544599996,34.00206472600007,141573983,L,1741,4020,S,MARCASEL,AVE,,90066
"924 W MARCO PL, , CA, 90291",Match,Exact,"924 MARCO PL, PLAYA DEL REY, CA, 90291",-118.45775159699997,33.994915897000055,141576631,R,1743,924,W,MARCO,PL,,90291
"14521 W MARGATE ST, , CA, 91411",Match,Exact,"14521 MARGATE ST, SHERMAN OAKS, CA, 91411",-118.44971562499995,34.16758502700003,652036730,R,20117,14521,W,MARGATE,ST,,91411
"17828 W MARGATE ST, , CA, 91316",Match,Exact,"17828 MARGATE ST, ENCINO, CA, 91316",-118.52084321099994,34.16859913400003,141555894,L,6092,17828,W,MARGATE,ST,,91316
"3501 N MARGUERITE ST, , CA, 90065",Match,Exact,"3501 MARGUERITE ST, GLASSELL, CA, 90065",-118.23753197199994,34.11789455200005,141611834,L,4767,3501,N,MARGUERITE,ST,,90065
"827 N MARINE AVE, , CA, 90744",Match,Exact,"827 N MARINE AVE, WILMINGTON, CA, 90744",-118.26376148899999,33.78028268700007,141691288,L,16331,827,N,MARINE,AVE,,90744
"111 N MARIPOSA AVE, , CA, 90004",Match,Exact,"111 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29940011399998,34.073189298000045,141603484,L,10777,111,N,MARIPOSA,AVE,,90004
"117 N MARIPOSA AVE, , CA, 90004",Match,Exact,"117 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29940116899996,34.07332183300008,141603484,L,10531,117,N,MARIPOSA,AVE,,90004
"129 N MARIPOSA AVE, , CA, 90004",Match,Exact,"129 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29940327999998,34.07358690500007,141603484,L,3728,129,N,MARIPOSA,AVE,,90004
"139 S MARIPOSA AVE, , CA, 90004",Match,Exact,"139 S MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29939343099994,34.07211975900003,141603867,R,3726,139,S,MARIPOSA,AVE,,90004
"139 N MARIPOSA AVE, , CA, 90004",Match,Exact,"139 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29940503799997,34.073807798000075,141603484,L,3721,139,N,MARIPOSA,AVE,,90004
"143 N MARIPOSA AVE, , CA, 90004",Match,Exact,"143 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29940574199998,34.07389615500006,141603484,L,4829,143,N,MARIPOSA,AVE,,90004
"147 N MARIPOSA AVE, , CA, 90004",Match,Exact,"147 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29940644499999,34.07398451200004,141603484,L,4831,147,N,MARIPOSA,AVE,,90004
"162 N MARIPOSA AVE, , CA, 90004",Match,Exact,"162 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29939602199994,34.074338013000045,141603484,R,3931,162,N,MARIPOSA,AVE,,90004
"168 N MARIPOSA AVE, , CA, 90004",Match,Exact,"168 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29939707799997,34.07447054800008,141603484,R,3929,168,N,MARIPOSA,AVE,,90004
"200 N MARIPOSA AVE, , CA, 90004",Match,Exact,"200 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29940360999996,34.07537136900004,141603482,R,3928,200,N,MARIPOSA,AVE,,90004
"208 S MARIPOSA AVE, , CA, 90004",Match,Exact,"208 S MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29912382599997,34.07087596200006,141603872,L,3925,208,S,MARIPOSA,AVE,,90004
"209 S MARIPOSA AVE, , CA, 90004",Match,Exact,"209 S MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29913706199994,34.07087589500003,141603872,R,3926,209,S,MARIPOSA,AVE,,90004
"212 S MARIPOSA AVE, , CA, 90004",Match,Exact,"212 S MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29912326299996,34.07079970500007,141603872,L,3927,212,S,MARIPOSA,AVE,,90004
"225 S MARIPOSA AVE, , CA, 90004",Match,Exact,"225 S MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29913481099999,34.070570866000025,141603872,R,3681,225,S,MARIPOSA,AVE,,90004
"227 S MARIPOSA AVE, , CA, 90004",Match,Exact,"227 S MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29913452999995,34.070532738000054,141603872,R,3682,227,S,MARIPOSA,AVE,,90004
"248 S MARIPOSA AVE, , CA, 90004",Match,Exact,"248 S MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29911819799997,34.070113390000074,141603872,L,3678,248,S,MARIPOSA,AVE,,90004
"315 S MARIPOSA AVE, , CA, 90020",Match,Exact,"315 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29921826399999,34.06866054900007,141603878,R,20576,315,S,MARIPOSA,AVE,,90020
"318 S MARIPOSA AVE, , CA, 90020",Match,Exact,"318 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29920475199998,34.06859829200005,141603878,L,20577,318,S,MARIPOSA,AVE,,90020
"319 S MARIPOSA AVE, , CA, 90020",Match,Exact,"319 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29921798799995,34.06859825200007,141603878,R,20570,319,S,MARIPOSA,AVE,,90020
"320 S MARIPOSA AVE, , CA, 90020",Match,Exact,"320 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29920461399996,34.06856714400004,141603878,L,20571,320,S,MARIPOSA,AVE,,90020
"321 S MARIPOSA AVE, , CA, 90020",Match,Exact,"321 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29921784999999,34.06856710400007,141603878,R,20572,321,S,MARIPOSA,AVE,,90020
"325 N MARIPOSA AVE, , CA, 90004",Match,Exact,"325 N MARIPOSA AVE, LOS ANGELES, CA, 90004",-118.29941801299998,34.076691125000025,141603472,L,10788,325,N,MARIPOSA,AVE,,90004
"341 S MARIPOSA AVE, , CA, 90020",Match,Exact,"341 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29921647199996,34.06825562000006,141603878,R,20077,341,S,MARIPOSA,AVE,,90020
"351 S MARIPOSA AVE, , CA, 90020",Match,Exact,"351 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29921578299997,34.068099878000055,141603878,R,20569,351,S,MARIPOSA,AVE,,90020
"360 S MARIPOSA AVE, , CA, 90020",Match,Exact,"360 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29920185799995,34.067944176000026,141603878,L,20076,360,S,MARIPOSA,AVE,,90020
"400 S MARIPOSA AVE, , CA, 90020",Match,Exact,"400 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29919827399999,34.06706162900008,141603880,L,19764,400,S,MARIPOSA,AVE,,90020
"401 S MARIPOSA AVE, , CA, 90020",Match,Exact,"401 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29921150999996,34.067061608000074,141603880,R,20075,401,S,MARIPOSA,AVE,,90020
"411 S MARIPOSA AVE, , CA, 90020",Match,Exact,"411 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29921116599996,34.06690586700006,141603880,R,20074,411,S,MARIPOSA,AVE,,90020
"430 S MARIPOSA AVE, , CA, 90020",Match,Exact,"430 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29919724099994,34.06659440300007,141603880,L,19436,430,S,MARIPOSA,AVE,,90020
"452 S MARIPOSA AVE, , CA, 90020",Match,Exact,"452 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29919648299995,34.066251771000054,141603880,L,24891,452,S,MARIPOSA,AVE,,90020
"470 S MARIPOSA AVE, , CA, 90020",Match,Exact,"470 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29919586299997,34.06597143500005,141603880,L,19435,470,S,MARIPOSA,AVE,,90020
"500 S MARIPOSA AVE, , CA, 90020",Match,Exact,"500 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29919393299997,34.06524497100003,141603904,L,19431,500,S,MARIPOSA,AVE,,90020
"514 S MARIPOSA AVE, , CA, 90020",Match,Exact,"514 S MARIPOSA AVE, LOS ANGELES, CA, 90020",-118.29919296799994,34.06502741500003,141603904,L,19434,514,S,MARIPOSA,AVE,,90020
